名前,グレード,レベル,スキル名,スキルLv
リオソウルコイル,6,1,SPスキル威力アップ,1
リオソウルコイル,6,1,超会心,1
リオソウルコイル,7,1,SPスキル威力アップ,1
リオソウルコイル,7,1,超会心,1
リオソウルコイル,8,1,SPスキル威力アップ,1
リオソウルコイル,8,1,超会心,1
リオソウルコイル,9,1,SPスキル威力アップ,1
リオソウルコイル,9,1,超会心,1
リオソウルコイル,10,1,SPスキル威力アップ,1
リオソウルコイル,10,1,超会心,1
リオソウルグリーヴ,5,1,装填速度,2
リオソウルグリーヴ,6,1,装填速度,2
リオソウルグリーヴ,6,1,火属性攻撃強化,1
リオソウルグリーヴ,7,1,装填速度,2
リオソウルグリーヴ,7,1,火属性攻撃強化,1
リオソウルグリーヴ,8,1,装填速度,2
リオソウルグリーヴ,8,1,火属性攻撃強化,1
リオソウルグリーヴ,9,1,装填速度,2
リオソウルグリーヴ,9,1,火属性攻撃強化,1
リオソウルグリーヴ,10,1,装填速度,2
リオソウルグリーヴ,10,1,火属性攻撃強化,1
竜舞の面,3,1,超会心,1
竜舞の面,4,1,超会心,1
竜舞の面,5,1,超会心,1
竜舞の面,6,1,超会心,2
竜舞の面,7,1,超会心,2
竜舞の面,8,1,超会心,2
竜舞の面,9,1,超会心,2
竜舞の面,10,1,超会心,2
ツィツィヘルム,2,1,雷属性攻撃強化,1
ツィツィヘルム,3,1,雷属性攻撃強化,1
ツィツィヘルム,4,1,雷属性攻撃強化,1
ツィツィヘルム,4,1,回避距離UP,1
ツィツィヘルム,5,1,雷属性攻撃強化,1
ツィツィヘルム,5,1,回避距離UP,1
ツィツィヘルム,6,1,雷属性攻撃強化,2
ツィツィヘルム,6,1,回避距離UP,1
ツィツィヘルム,7,1,雷属性攻撃強化,2
ツィツィヘルム,7,1,回避距離UP,1
ツィツィヘルム,8,1,雷属性攻撃強化,2
ツィツィヘルム,8,1,回避距離UP,1
ツィツィヘルム,9,1,雷属性攻撃強化,2
ツィツィヘルム,9,1,回避距離UP,1
ツィツィヘルム,10,1,雷属性攻撃強化,2
ツィツィヘルム,10,1,回避距離UP,1
ツィツィメイル,2,1,闇討ち【状態異常】,1
ツィツィメイル,3,1,闇討ち【状態異常】,1
ツィツィメイル,4,1,闇討ち【状態異常】,1
ツィツィメイル,4,1,ジャスト回避強化,1
ツィツィメイル,5,1,闇討ち【状態異常】,1
ツィツィメイル,5,1,ジャスト回避強化,1
ツィツィメイル,6,1,闇討ち【状態異常】,1
ツィツィメイル,6,1,ジャスト回避強化,1
ツィツィメイル,7,1,闇討ち【状態異常】,1
ツィツィメイル,7,1,ジャスト回避強化,1
ツィツィメイル,8,1,闇討ち【状態異常】,1
ツィツィメイル,8,1,ジャスト回避強化,1
ツィツィメイル,9,1,闇討ち【状態異常】,1
ツィツィメイル,9,1,ジャスト回避強化,1
ツィツィメイル,10,1,闇討ち【状態異常】,1
ツィツィメイル,10,1,ジャスト回避強化,1
ツィツィアーム,2,1,闇討ち【状態異常】,1
ツィツィアーム,3,1,闇討ち【状態異常】,1
ツィツィアーム,4,1,闇討ち【状態異常】,2
ツィツィアーム,5,1,闇討ち【状態異常】,2
ツィツィアーム,6,1,闇討ち【状態異常】,2
ツィツィアーム,7,1,闇討ち【状態異常】,2
ツィツィアーム,8,1,闇討ち【状態異常】,2
ツィツィアーム,9,1,闇討ち【状態異常】,2
ツィツィアーム,10,1,闇討ち【状態異常】,2
ツィツィコイル,2,1,回避距離UP,1
ツィツィコイル,3,1,回避距離UP,1
ツィツィコイル,4,1,回避距離UP,1
ツィツィコイル,4,1,闇討ち【状態異常】,1
ツィツィコイル,5,1,回避距離UP,1
ツィツィコイル,5,1,闇討ち【状態異常】,1
ツィツィコイル,6,1,回避距離UP,1
ツィツィコイル,6,1,闇討ち【状態異常】,1
ツィツィコイル,7,1,回避距離UP,1
ツィツィコイル,7,1,闇討ち【状態異常】,1
ツィツィコイル,8,1,回避距離UP,1
ツィツィコイル,8,1,闇討ち【状態異常】,1
ツィツィコイル,9,1,回避距離UP,1
ツィツィコイル,9,1,闇討ち【状態異常】,1
ツィツィコイル,10,1,回避距離UP,1
ツィツィコイル,10,1,闇討ち【状態異常】,1
ツィツィグリーヴ,2,1,不屈,1
ツィツィグリーヴ,3,1,不屈,1
ツィツィグリーヴ,4,1,不屈,2
ツィツィグリーヴ,5,1,不屈,2
ツィツィグリーヴ,6,1,不屈,2
ツィツィグリーヴ,7,1,不屈,2
ツィツィグリーヴ,8,1,不屈,2
ツィツィグリーヴ,9,1,不屈,2
ツィツィグリーヴ,10,1,不屈,2
ガロンヘルム,4,1,早業,1
ガロンヘルム,5,1,早業,1
ガロンヘルム,6,1,早業,2
ガロンヘルム,7,1,早業,2
ガロンヘルム,8,1,早業,2
ガロンヘルム,9,1,早業,2
ガロンヘルム,10,1,早業,2
ガロンメイル,4,1,見切り,1
ガロンメイル,4,1,裂傷耐性,1
ガロンメイル,5,1,見切り,1
ガロンメイル,5,1,裂傷耐性,1
ガロンメイル,6,1,見切り,2
ガロンメイル,6,1,裂傷耐性,1
ガロンメイル,7,1,見切り,2
ガロンメイル,7,1,裂傷耐性,1
ガロンメイル,8,1,見切り,2
ガロンメイル,8,1,裂傷耐性,1
ガロンメイル,9,1,見切り,2
ガロンメイル,9,1,裂傷耐性,1
ガロンメイル,10,1,見切り,2
ガロンメイル,10,1,裂傷耐性,1
ガロンアーム,4,1,早業,1
ガロンアーム,4,1,裂傷耐性,1
ガロンアーム,5,1,早業,1
ガロンアーム,5,1,裂傷耐性,1
ガロンアーム,6,1,早業,1
ガロンアーム,6,1,裂傷耐性,2
ガロンアーム,7,1,早業,1
ガロンアーム,7,1,裂傷耐性,2
ガロンアーム,8,1,早業,1
ガロンアーム,8,1,裂傷耐性,2
ガロンアーム,9,1,早業,1
ガロンアーム,9,1,裂傷耐性,2
ガロンアーム,10,1,早業,1
ガロンアーム,10,1,裂傷耐性,2
ガロンコイル,4,1,見切り,1
ガロンコイル,5,1,見切り,1
ガロンコイル,6,1,見切り,1
ガロンコイル,6,1,SPゲージ加速【ジャスト回避】,1
ガロンコイル,7,1,見切り,1
ガロンコイル,7,1,SPゲージ加速【ジャスト回避】,1
ガロンコイル,8,1,見切り,1
ガロンコイル,8,1,SPゲージ加速【ジャスト回避】,1
ガロンコイル,9,1,見切り,1
ガロンコイル,9,1,SPゲージ加速【ジャスト回避】,1
ガロンコイル,10,1,見切り,1
ガロンコイル,10,1,SPゲージ加速【ジャスト回避】,1
ガロングリーヴ,4,1,SPゲージ加速【ジャスト回避】,1
ガロングリーヴ,5,1,SPゲージ加速【ジャスト回避】,1
ガロングリーヴ,6,1,SPゲージ加速【ジャスト回避】,2
ガロングリーヴ,7,1,SPゲージ加速【ジャスト回避】,2
ガロングリーヴ,8,1,SPゲージ加速【ジャスト回避】,2
ガロングリーヴ,9,1,SPゲージ加速【ジャスト回避】,2
ガロングリーヴ,10,1,SPゲージ加速【ジャスト回避】,2
バンギスヘルム,5,1,KO術,1
バンギスヘルム,5,1,龍属性攻撃強化,1
バンギスヘルム,6,1,KO術,2
バンギスヘルム,6,1,龍属性攻撃強化,1
バンギスヘルム,7,1,KO術,2
バンギスヘルム,7,1,龍属性攻撃強化,1
バンギスヘルム,8,1,KO術,2
バンギスヘルム,8,1,龍属性攻撃強化,1
バンギスヘルム,9,1,KO術,2
バンギスヘルム,9,1,龍属性攻撃強化,1
バンギスヘルム,10,1,KO術,2
バンギスヘルム,10,1,龍属性攻撃強化,1
バンギスメイル,5,1,力の解放,1
バンギスメイル,6,1,力の解放,2
バンギスメイル,7,1,力の解放,2
バンギスメイル,8,1,力の解放,2
バンギスメイル,9,1,力の解放,2
バンギスメイル,10,1,力の解放,2
バンギスアーム,5,1,フルチャージ,1
バンギスアーム,5,1,龍属性攻撃強化,1
バンギスアーム,6,1,フルチャージ,2
バンギスアーム,6,1,龍属性攻撃強化,1
バンギスアーム,7,1,フルチャージ,2
バンギスアーム,7,1,龍属性攻撃強化,1
バンギスアーム,8,1,フルチャージ,2
バンギスアーム,8,1,龍属性攻撃強化,1
バンギスアーム,9,1,フルチャージ,2
バンギスアーム,9,1,龍属性攻撃強化,1
バンギスアーム,10,1,フルチャージ,2
バンギスアーム,10,1,龍属性攻撃強化,1
バンギスコイル,5,1,龍属性攻撃強化,1
バンギスコイル,5,1,耐震,1
バンギスコイル,6,1,龍属性攻撃強化,2
バンギスコイル,6,1,耐震,1
バンギスコイル,7,1,龍属性攻撃強化,2
バンギスコイル,7,1,耐震,1
バンギスコイル,8,1,龍属性攻撃強化,2
バンギスコイル,8,1,耐震,1
バンギスコイル,9,1,龍属性攻撃強化,2
バンギスコイル,9,1,耐震,1
バンギスコイル,10,1,龍属性攻撃強化,2
バンギスコイル,10,1,耐震,1
バンギスグリーヴ,5,1,根性,1
バンギスグリーヴ,5,1,力の解放,1
バンギスグリーヴ,6,1,根性,2
バンギスグリーヴ,6,1,力の解放,1
バンギスグリーヴ,7,1,根性,2
バンギスグリーヴ,7,1,力の解放,1
バンギスグリーヴ,8,1,根性,2
バンギスグリーヴ,8,1,力の解放,1
バンギスグリーヴ,9,1,根性,2
バンギスグリーヴ,9,1,力の解放,1
バンギスグリーヴ,10,1,根性,2
バンギスグリーヴ,10,1,力の解放,1
プケラグーナヘルム,5,1,弱点特効,1
プケラグーナヘルム,6,1,弱点特効,1
プケラグーナヘルム,6,1,ロックオン,1
プケラグーナヘルム,7,1,弱点特効,1
プケラグーナヘルム,7,1,ロックオン,1
プケラグーナヘルム,8,1,弱点特効,2
プケラグーナヘルム,8,1,ロックオン,1
プケラグーナヘルム,9,1,弱点特効,2
プケラグーナヘルム,9,1,ロックオン,1
プケラグーナヘルム,10,1,弱点特効,2
プケラグーナヘルム,10,1,ロックオン,1
プケラグーナメイル,5,1,強化持続,1
プケラグーナメイル,6,1,強化持続,2
プケラグーナメイル,7,1,強化持続,2
プケラグーナメイル,8,1,強化持続,2
プケラグーナメイル,8,1,尻上がり,1
プケラグーナメイル,9,1,強化持続,2
プケラグーナメイル,9,1,尻上がり,1
プケラグーナメイル,10,1,強化持続,2
プケラグーナメイル,10,1,尻上がり,1
プケラグーナアーム,5,1,尻上がり,1
プケラグーナアーム,6,1,尻上がり,1
プケラグーナアーム,6,1,軽巧,1
プケラグーナアーム,7,1,尻上がり,1
プケラグーナアーム,7,1,軽巧,1
プケラグーナアーム,8,1,尻上がり,1
プケラグーナアーム,8,1,軽巧,1
プケラグーナアーム,9,1,尻上がり,1
プケラグーナアーム,9,1,軽巧,1
プケラグーナアーム,10,1,尻上がり,1
プケラグーナアーム,10,1,軽巧,1
プケラグーナコイル,5,1,装填速度,1
プケラグーナコイル,6,1,装填速度,1
プケラグーナコイル,6,1,反動軽減,1
プケラグーナコイル,7,1,装填速度,1
プケラグーナコイル,7,1,反動軽減,1
プケラグーナコイル,8,1,装填速度,1
プケラグーナコイル,8,1,反動軽減,1
プケラグーナコイル,9,1,装填速度,1
プケラグーナコイル,9,1,反動軽減,1
プケラグーナコイル,10,1,装填速度,1
プケラグーナコイル,10,1,反動軽減,1
プケラグーナグリーヴ,5,1,強化持続,1
プケラグーナグリーヴ,6,1,強化持続,1
プケラグーナグリーヴ,6,1,弱点特効,1
プケラグーナグリーヴ,7,1,強化持続,1
プケラグーナグリーヴ,7,1,弱点特効,1
プケラグーナグリーヴ,8,1,強化持続,1
プケラグーナグリーヴ,8,1,弱点特効,1
プケラグーナグリーヴ,9,1,強化持続,1
プケラグーナグリーヴ,9,1,弱点特効,1
プケラグーナグリーヴ,10,1,強化持続,1
プケラグーナグリーヴ,10,1,弱点特効,1
バサルヘルム,2,1,睡眠耐性,1
バサルヘルム,3,1,睡眠耐性,1
バサルヘルム,4,1,睡眠耐性,2
バサルヘルム,5,1,睡眠耐性,2
バサルヘルム,6,1,睡眠耐性,2
バサルヘルム,7,1,睡眠耐性,2
バサルヘルム,8,1,睡眠耐性,2
バサルヘルム,9,1,睡眠耐性,2
バサルヘルム,10,1,睡眠耐性,2
バサルメイル,2,1,砲術,1
バサルメイル,3,1,砲術,1
バサルメイル,4,1,砲術,1
バサルメイル,5,1,砲術,1
バサルメイル,6,1,砲術,2
バサルメイル,7,1,砲術,2
バサルメイル,8,1,砲術,2
バサルメイル,9,1,砲術,2
バサルメイル,10,1,砲術,2
バサルアーム,2,1,反動軽減,1
バサルアーム,3,1,反動軽減,1
バサルアーム,4,1,反動軽減,1
バサルアーム,5,1,反動軽減,1
バサルアーム,6,1,反動軽減,2
バサルアーム,7,1,反動軽減,2
バサルアーム,8,1,反動軽減,2
バサルアーム,9,1,反動軽減,2
バサルアーム,10,1,反動軽減,2
バサルコイル,2,1,火属性攻撃強化,1
バサルコイル,3,1,火属性攻撃強化,1
バサルコイル,4,1,火属性攻撃強化,1
バサルコイル,5,1,火属性攻撃強化,1
バサルコイル,6,1,火属性攻撃強化,2
バサルコイル,7,1,火属性攻撃強化,2
バサルコイル,8,1,火属性攻撃強化,2
バサルコイル,9,1,火属性攻撃強化,2
バサルコイル,10,1,火属性攻撃強化,2
バサルグリーヴ,2,1,砲術,1
バサルグリーヴ,3,1,砲術,1
バサルグリーヴ,4,1,砲術,1
バサルグリーヴ,4,1,ガード性能,1
バサルグリーヴ,5,1,砲術,1
バサルグリーヴ,5,1,ガード性能,1
バサルグリーヴ,6,1,砲術,1
バサルグリーヴ,6,1,ガード性能,1
バサルグリーヴ,7,1,砲術,1
バサルグリーヴ,7,1,ガード性能,1
バサルグリーヴ,8,1,砲術,1
バサルグリーヴ,8,1,ガード性能,1
バサルグリーヴ,9,1,砲術,1
バサルグリーヴ,9,1,ガード性能,1
バサルグリーヴ,10,1,砲術,1
バサルグリーヴ,10,1,ガード性能,1
フルフルヘルム,4,1,麻痺属性強化,1
フルフルヘルム,5,1,麻痺属性強化,1
フルフルヘルム,6,1,麻痺属性強化,1
フルフルヘルム,6,1,SPゲージ保険,1
フルフルヘルム,7,1,麻痺属性強化,1
フルフルヘルム,7,1,SPゲージ保険,1
フルフルヘルム,8,1,麻痺属性強化,1
フルフルヘルム,8,1,SPゲージ保険,1
フルフルヘルム,9,1,麻痺属性強化,1
フルフルヘルム,9,1,SPゲージ保険,1
フルフルヘルム,10,1,麻痺属性強化,1
フルフルヘルム,10,1,SPゲージ保険,1
フルフルメイル,4,1,雷属性攻撃強化,1
フルフルメイル,5,1,雷属性攻撃強化,1
フルフルメイル,6,1,雷属性攻撃強化,2
フルフルメイル,7,1,雷属性攻撃強化,2
フルフルメイル,8,1,雷属性攻撃強化,2
フルフルメイル,9,1,雷属性攻撃強化,2
フルフルメイル,10,1,雷属性攻撃強化,2
フルフルアーム,4,1,SPゲージ保険,1
フルフルアーム,4,1,不屈,1
フルフルアーム,5,1,SPゲージ保険,1
フルフルアーム,5,1,不屈,1
フルフルアーム,6,1,SPゲージ保険,2
フルフルアーム,6,1,不屈,1
フルフルアーム,7,1,SPゲージ保険,2
フルフルアーム,7,1,不屈,1
フルフルアーム,8,1,SPゲージ保険,2
フルフルアーム,8,1,不屈,1
フルフルアーム,9,1,SPゲージ保険,2
フルフルアーム,9,1,不屈,1
フルフルアーム,10,1,SPゲージ保険,2
フルフルアーム,10,1,不屈,1
フルフルコイル,4,1,麻痺耐性,1
フルフルコイル,5,1,麻痺耐性,1
フルフルコイル,6,1,麻痺耐性,2
フルフルコイル,7,1,麻痺耐性,2
フルフルコイル,8,1,麻痺耐性,2
フルフルコイル,9,1,麻痺耐性,2
フルフルコイル,10,1,麻痺耐性,2
フルフルグリーヴ,4,1,集中,1
フルフルグリーヴ,5,1,集中,1
フルフルグリーヴ,6,1,集中,1
フルフルグリーヴ,6,1,KO術,1
フルフルグリーヴ,7,1,集中,1
フルフルグリーヴ,7,1,KO術,1
フルフルグリーヴ,8,1,集中,1
フルフルグリーヴ,8,1,KO術,1
フルフルグリーヴ,9,1,集中,1
フルフルグリーヴ,9,1,KO術,1
フルフルグリーヴ,10,1,集中,1
フルフルグリーヴ,10,1,KO術,1
クシャナアンク,6,1,鋼龍の凍風,1
クシャナアンク,6,1,装填速度,1
クシャナアンク,7,1,鋼龍の凍風,1
クシャナアンク,7,1,装填速度,1
クシャナアンク,8,1,鋼龍の凍風,1
クシャナアンク,8,1,装填速度,1
クシャナアンク,8,1,耳栓,1
クシャナアンク,9,1,鋼龍の凍風,1
クシャナアンク,9,1,装填速度,1
クシャナアンク,9,1,耳栓,1
クシャナアンク,10,1,鋼龍の凍風,1
クシャナアンク,10,1,装填速度,1
クシャナアンク,10,1,耳栓,1
クシャナディール,6,1,鋼龍の凍風,1
クシャナディール,6,1,破壊王,1
クシャナディール,7,1,鋼龍の凍風,1
クシャナディール,7,1,破壊王,1
クシャナディール,8,1,鋼龍の凍風,1
クシャナディール,8,1,破壊王,1
クシャナディール,8,1,体力増強,1
クシャナディール,9,1,鋼龍の凍風,1
クシャナディール,9,1,破壊王,1
クシャナディール,9,1,体力増強,1
クシャナディール,10,1,鋼龍の凍風,1
クシャナディール,10,1,破壊王,1
クシャナディール,10,1,体力増強,1
クシャナハトゥー,6,1,鋼龍の凍風,1
クシャナハトゥー,6,1,集中,1
クシャナハトゥー,7,1,鋼龍の凍風,1
クシャナハトゥー,7,1,集中,1
クシャナハトゥー,8,1,鋼龍の凍風,1
クシャナハトゥー,8,1,集中,1
クシャナハトゥー,8,1,回避距離UP,1
クシャナハトゥー,9,1,鋼龍の凍風,1
クシャナハトゥー,9,1,集中,1
クシャナハトゥー,9,1,回避距離UP,1
クシャナハトゥー,10,1,鋼龍の凍風,1
クシャナハトゥー,10,1,集中,1
クシャナハトゥー,10,1,回避距離UP,1
クシャナアンダ,6,1,鋼龍の凍風,1
クシャナアンダ,6,1,弱点特効,1
クシャナアンダ,7,1,鋼龍の凍風,1
クシャナアンダ,7,1,弱点特効,1
クシャナアンダ,8,1,鋼龍の凍風,1
クシャナアンダ,8,1,弱点特効,1
クシャナアンダ,8,1,風圧耐性,1
クシャナアンダ,9,1,鋼龍の凍風,1
クシャナアンダ,9,1,弱点特効,1
クシャナアンダ,9,1,風圧耐性,1
クシャナアンダ,10,1,鋼龍の凍風,1
クシャナアンダ,10,1,弱点特効,1
クシャナアンダ,10,1,風圧耐性,1
クシャナペイル,6,1,鋼龍の凍風,1
クシャナペイル,6,1,軽巧,1
クシャナペイル,7,1,鋼龍の凍風,1
クシャナペイル,7,1,軽巧,1
クシャナペイル,8,1,鋼龍の凍風,1
クシャナペイル,8,1,軽巧,1
クシャナペイル,8,1,ジャスト回避強化,1
クシャナペイル,9,1,鋼龍の凍風,1
クシャナペイル,9,1,軽巧,1
クシャナペイル,9,1,ジャスト回避強化,1
クシャナペイル,10,1,鋼龍の凍風,1
クシャナペイル,10,1,軽巧,1
クシャナペイル,10,1,ジャスト回避強化,1
アロイヘルム,3,1,耳栓,1
アロイヘルム,4,1,耳栓,1
アロイヘルム,5,1,耳栓,1
アロイヘルム,6,1,耳栓,2
アロイヘルム,7,1,耳栓,2
アロイヘルム,8,1,耳栓,3
アロイヘルム,9,1,耳栓,3
アロイヘルム,10,1,耳栓,3
アロイメイル,3,1,耐震,1
アロイメイル,4,1,耐震,1
アロイメイル,5,1,耐震,1
アロイメイル,6,1,耐震,2
アロイメイル,7,1,耐震,2
アロイメイル,8,1,耐震,2
アロイメイル,9,1,耐震,2
アロイメイル,10,1,耐震,2
アロイアーム,3,1,体力増強,1
アロイアーム,4,1,体力増強,1
アロイアーム,5,1,体力増強,1
アロイアーム,6,1,体力増強,2
アロイアーム,7,1,体力増強,2
アロイアーム,8,1,体力増強,3
アロイアーム,9,1,体力増強,3
アロイアーム,10,1,体力増強,3
アロイコイル,3,1,防御,1
アロイコイル,4,1,防御,1
アロイコイル,5,1,防御,1
アロイコイル,6,1,防御,2
アロイコイル,7,1,防御,2
アロイコイル,8,1,防御,3
アロイコイル,9,1,防御,3
アロイコイル,10,1,防御,3
アロイグリーヴ,3,1,ロックオン,1
アロイグリーヴ,4,1,ロックオン,1
アロイグリーヴ,5,1,ロックオン,1
アロイグリーヴ,6,1,ロックオン,1
アロイグリーヴ,6,1,風圧耐性,1
アロイグリーヴ,7,1,ロックオン,1
アロイグリーヴ,7,1,風圧耐性,1
アロイグリーヴ,8,1,ロックオン,1
アロイグリーヴ,8,1,風圧耐性,1
アロイグリーヴ,9,1,ロックオン,1
アロイグリーヴ,9,1,風圧耐性,1
アロイグリーヴ,10,1,ロックオン,1
アロイグリーヴ,10,1,風圧耐性,1
ミツネヘルム,5,1,水属性攻撃強化,1
ミツネヘルム,6,1,水属性攻撃強化,2
ミツネヘルム,7,1,水属性攻撃強化,2
ミツネヘルム,8,1,水属性攻撃強化,2
ミツネヘルム,9,1,水属性攻撃強化,2
ミツネヘルム,10,1,水属性攻撃強化,2
ミツネメイル,5,1,泡沫の舞,1
ミツネメイル,6,1,泡沫の舞,2
ミツネメイル,7,1,泡沫の舞,2
ミツネメイル,8,1,泡沫の舞,2
ミツネメイル,9,1,泡沫の舞,2
ミツネメイル,10,1,泡沫の舞,2
ミツネアーム,5,1,泡沫の舞,1
ミツネアーム,6,1,泡沫の舞,1
ミツネアーム,6,1,死中に活,1
ミツネアーム,7,1,泡沫の舞,1
ミツネアーム,7,1,死中に活,1
ミツネアーム,8,1,泡沫の舞,1
ミツネアーム,8,1,死中に活,1
ミツネアーム,9,1,泡沫の舞,1
ミツネアーム,9,1,死中に活,1
ミツネアーム,10,1,泡沫の舞,1
ミツネアーム,10,1,死中に活,1
ミツネコイル,5,1,SPゲージ加速【ジャスト回避】,1
ミツネコイル,6,1,SPゲージ加速【ジャスト回避】,2
ミツネコイル,7,1,SPゲージ加速【ジャスト回避】,2
ミツネコイル,8,1,SPゲージ加速【ジャスト回避】,2
ミツネコイル,9,1,SPゲージ加速【ジャスト回避】,2
ミツネコイル,10,1,SPゲージ加速【ジャスト回避】,2
ミツネグリーヴ,5,1,死中に活,1
ミツネグリーヴ,6,1,死中に活,2
ミツネグリーヴ,7,1,死中に活,2
ミツネグリーヴ,8,1,死中に活,2
ミツネグリーヴ,9,1,死中に活,2
ミツネグリーヴ,10,1,死中に活,2
ウルムメアヘルム,5,1,目覚めの一撃,1
ウルムメアヘルム,6,1,目覚めの一撃,1
ウルムメアヘルム,7,1,目覚めの一撃,1
ウルムメアヘルム,8,1,目覚めの一撃,2
ウルムメアヘルム,9,1,目覚めの一撃,2
ウルムメアヘルム,10,1,目覚めの一撃,2
ウルムメアメイル,5,1,集中,1
ウルムメアメイル,6,1,集中,1
ウルムメアメイル,6,1,睡眠耐性,1
ウルムメアメイル,7,1,集中,1
ウルムメアメイル,7,1,睡眠耐性,1
ウルムメアメイル,8,1,集中,2
ウルムメアメイル,8,1,睡眠耐性,1
ウルムメアメイル,9,1,集中,2
ウルムメアメイル,9,1,睡眠耐性,1
ウルムメアメイル,10,1,集中,2
ウルムメアメイル,10,1,睡眠耐性,1
ウルムメアアーム,5,1,睡眠属性強化,1
ウルムメアアーム,6,1,睡眠属性強化,2
ウルムメアアーム,7,1,睡眠属性強化,2
ウルムメアアーム,8,1,睡眠属性強化,2
ウルムメアアーム,9,1,睡眠属性強化,2
ウルムメアアーム,10,1,睡眠属性強化,2
ウルムメアコイル,5,1,闇討ち,1
ウルムメアコイル,6,1,闇討ち,1
ウルムメアコイル,6,1,回避距離UP,1
ウルムメアコイル,7,1,闇討ち,1
ウルムメアコイル,7,1,回避距離UP,1
ウルムメアコイル,8,1,闇討ち,2
ウルムメアコイル,8,1,回避距離UP,1
ウルムメアコイル,9,1,闇討ち,2
ウルムメアコイル,9,1,回避距離UP,1
ウルムメアコイル,10,1,闇討ち,2
ウルムメアコイル,10,1,回避距離UP,1
ウルムメアグリーヴ,5,1,目覚めの一撃,1
ウルムメアグリーヴ,6,1,目覚めの一撃,1
ウルムメアグリーヴ,6,1,闇討ち【状態異常】,1
ウルムメアグリーヴ,7,1,目覚めの一撃,1
ウルムメアグリーヴ,7,1,闇討ち【状態異常】,1
ウルムメアグリーヴ,8,1,目覚めの一撃,1
ウルムメアグリーヴ,8,1,闇討ち【状態異常】,1
ウルムメアグリーヴ,9,1,目覚めの一撃,1
ウルムメアグリーヴ,9,1,闇討ち【状態異常】,1
ウルムメアグリーヴ,10,1,目覚めの一撃,1
ウルムメアグリーヴ,10,1,闇討ち【状態異常】,1
カイザークラウン,6,1,炎王龍の爆塵,1
カイザークラウン,6,1,力の解放,1
カイザークラウン,7,1,炎王龍の爆塵,1
カイザークラウン,7,1,力の解放,1
カイザークラウン,8,1,炎王龍の爆塵,1
カイザークラウン,8,1,力の解放,1
カイザークラウン,8,1,根性,1
カイザークラウン,9,1,炎王龍の爆塵,1
カイザークラウン,9,1,力の解放,1
カイザークラウン,9,1,根性,1
カイザークラウン,10,1,炎王龍の爆塵,1
カイザークラウン,10,1,力の解放,1
カイザークラウン,10,1,根性,1
カイザーメイル,6,1,炎王龍の爆塵,1
カイザーメイル,6,1,見切り,1
カイザーメイル,7,1,炎王龍の爆塵,1
カイザーメイル,7,1,見切り,1
カイザーメイル,8,1,炎王龍の爆塵,1
カイザーメイル,8,1,見切り,1
カイザーメイル,8,1,ジャスト回避強化,1
カイザーメイル,9,1,炎王龍の爆塵,1
カイザーメイル,9,1,見切り,1
カイザーメイル,9,1,ジャスト回避強化,1
カイザーメイル,10,1,炎王龍の爆塵,1
カイザーメイル,10,1,見切り,1
カイザーメイル,10,1,ジャスト回避強化,1
カイザーアーム,6,1,炎王龍の爆塵,1
カイザーアーム,6,1,砲術,1
カイザーアーム,7,1,炎王龍の爆塵,1
カイザーアーム,7,1,砲術,1
カイザーアーム,8,1,炎王龍の爆塵,1
カイザーアーム,8,1,砲術,1
カイザーアーム,8,1,ガード性能,1
カイザーアーム,9,1,炎王龍の爆塵,1
カイザーアーム,9,1,砲術,1
カイザーアーム,9,1,ガード性能,1
カイザーアーム,10,1,炎王龍の爆塵,1
カイザーアーム,10,1,砲術,1
カイザーアーム,10,1,ガード性能,1
カイザーコイル,6,1,炎王龍の爆塵,1
カイザーコイル,6,1,強化持続,1
カイザーコイル,7,1,炎王龍の爆塵,1
カイザーコイル,7,1,強化持続,1
カイザーコイル,8,1,炎王龍の爆塵,1
カイザーコイル,8,1,強化持続,1
カイザーコイル,8,1,連撃,1
カイザーコイル,9,1,炎王龍の爆塵,1
カイザーコイル,9,1,強化持続,1
カイザーコイル,9,1,連撃,1
カイザーコイル,10,1,炎王龍の爆塵,1
カイザーコイル,10,1,強化持続,1
カイザーコイル,10,1,連撃,1
カイザーグリーヴ,6,1,炎王龍の爆塵,1
カイザーグリーヴ,6,1,超会心,1
カイザーグリーヴ,7,1,炎王龍の爆塵,1
カイザーグリーヴ,7,1,超会心,1
カイザーグリーヴ,8,1,炎王龍の爆塵,1
カイザーグリーヴ,8,1,超会心,1
カイザーグリーヴ,8,1,回避距離UP,1
カイザーグリーヴ,9,1,炎王龍の爆塵,1
カイザーグリーヴ,9,1,超会心,1
カイザーグリーヴ,9,1,回避距離UP,1
カイザーグリーヴ,10,1,炎王龍の爆塵,1
カイザーグリーヴ,10,1,超会心,1
カイザーグリーヴ,10,1,回避距離UP,1
アケノヘルム,3,1,装填防御,1
アケノヘルム,4,1,装填防御,1
アケノヘルム,5,1,装填防御,1
アケノヘルム,6,1,装填防御,2
アケノヘルム,7,1,装填防御,2
アケノヘルム,8,1,装填防御,2
アケノヘルム,9,1,装填防御,2
アケノヘルム,10,1,装填防御,2
アケノメイル,3,1,装填防御,1
アケノメイル,4,1,装填防御,1
アケノメイル,5,1,装填防御,1
アケノメイル,6,1,装填防御,1
アケノメイル,6,1,ガード性能,1
アケノメイル,7,1,装填防御,1
アケノメイル,7,1,ガード性能,1
