シリーズ,防具名,グレード,レベル,ゼニー,素材1,個数1,素材2,個数2,素材3,個数3,素材4,個数4
ルナガロ,ルナガロコイル,7,1,6000,氷狼竜の良質な朱爪,2,氷狼竜の良質な鱗,6,防具精錬材,3,氷狼竜の甲殻,17
ルナガロ,ルナガロコイル,7,2,2000,翼竜の皮,36,鉄鉱石,29,氷狼竜の甲殻,17,,
ルナガロ,ルナガロコイル,7,3,3000,氷狼竜の朱爪,10,氷狼竜の尾殻,15,霜ふり草,22,氷狼竜の甲殻,17
ルナガロ,ルナガロコイル,7,4,4000,翼竜の皮,36,鉄鉱石,29,氷狼竜の甲殻,17,,
ルナガロ,ルナガロコイル,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,氷狼竜の甲殻,17
ルナガロ,ルナガロコイル,8,1,12000,竜玉のかけら,2,氷狼竜の良質な朱爪,3,防具精錬材,5,,
ルナガロ,ルナガロコイル,8,2,4000,氷狼竜の尾殻,20,翼竜の皮,45,鉄鉱石,37,,
ルナガロ,ルナガロコイル,8,3,6000,竜玉のかけら,2,氷狼竜の朱爪,15,マカライト鉱石,28,霜ふり草,29
ルナガロ,ルナガロコイル,8,4,8000,氷狼竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ルナガロ,ルナガロコイル,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,氷狼竜の甲殻,70
ルナガロ,ルナガロコイル,9,1,30000,竜玉のかけら,3,氷狼竜の良質な朱爪,5,防具精錬材,7,,
ルナガロ,ルナガロコイル,9,2,10000,氷狼竜の尾殻,25,翼竜の皮,51,鉄鉱石,43,,
ルナガロ,ルナガロコイル,9,3,15000,竜玉のかけら,3,氷狼竜の朱爪,20,マカライト鉱石,34,霜ふり草,36
ルナガロ,ルナガロコイル,9,4,20000,氷狼竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ルナガロ,ルナガロコイル,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,氷狼竜の甲殻,140
ルナガロ,ルナガロコイル,10,1,75000,竜玉のかけら,5,氷狼竜の良質な朱爪,10,防具精錬材,9,,
ルナガロ,ルナガロコイル,10,2,25000,氷狼竜の尾殻,30,翼竜の皮,60,鉄鉱石,51,,
ルナガロ,ルナガロコイル,10,3,37500,竜玉のかけら,10,氷狼竜の朱爪,25,マカライト鉱石,41,霜ふり草,44
ルナガロ,ルナガロコイル,10,4,50000,氷狼竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ルナガロ,ルナガロコイル,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,氷狼竜の甲殻,210
ルナガロ,ルナガログリーヴ,4,1,900,氷狼竜の良質な鱗,2,氷狼竜の朱爪,1,マカライト鉱石,4,氷狼竜の甲殻,2
ルナガロ,ルナガログリーヴ,4,2,300,翼竜の皮,12,鉄鉱石,6,氷狼竜の甲殻,4,,
ルナガロ,ルナガログリーヴ,4,3,450,氷狼竜の尾殻,4,氷狼竜の甲殻,4,霜ふり草,3,,
ルナガロ,ルナガログリーヴ,4,4,600,翼竜の皮,12,鉄鉱石,6,氷狼竜の甲殻,4,,
ルナガロ,ルナガログリーヴ,4,5,750,大地の結晶,6,ドラグライト鉱石,2,氷狼竜の甲殻,4,,
ルナガロ,ルナガログリーヴ,5,1,1500,氷狼竜の良質な鱗,3,氷狼竜の朱爪,3,マカライト鉱石,6,氷狼竜の甲殻,6
ルナガロ,ルナガログリーヴ,5,2,500,翼竜の皮,15,鉄鉱石,11,氷狼竜の甲殻,6,,
ルナガロ,ルナガログリーヴ,5,3,750,氷狼竜の尾殻,5,霜ふり草,9,氷狼竜の甲殻,6,,
ルナガロ,ルナガログリーヴ,5,4,1000,翼竜の皮,15,鉄鉱石,11,氷狼竜の甲殻,6,,
ルナガロ,ルナガログリーヴ,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,氷狼竜の甲殻,6,,
ルナガロ,ルナガログリーヴ,6,1,3000,氷狼竜の良質な朱爪,2,氷狼竜の良質な鱗,3,防具精錬材,1,氷狼竜の甲殻,13
ルナガロ,ルナガログリーヴ,6,2,1000,翼竜の皮,31,鉄鉱石,22,氷狼竜の甲殻,13,,
ルナガロ,ルナガログリーヴ,6,3,1500,氷狼竜の朱爪,8,氷狼竜の尾殻,10,霜ふり草,14,氷狼竜の甲殻,13
ルナガロ,ルナガログリーヴ,6,4,2000,翼竜の皮,31,鉄鉱石,22,氷狼竜の甲殻,13,,
ルナガロ,ルナガログリーヴ,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,氷狼竜の甲殻,13
ルナガロ,ルナガログリーヴ,7,1,6000,氷狼竜の良質な朱爪,2,氷狼竜の良質な鱗,6,防具精錬材,3,氷狼竜の甲殻,17
ルナガロ,ルナガログリーヴ,7,2,2000,翼竜の皮,36,鉄鉱石,29,氷狼竜の甲殻,17,,
ルナガロ,ルナガログリーヴ,7,3,3000,氷狼竜の朱爪,10,氷狼竜の尾殻,15,霜ふり草,22,氷狼竜の甲殻,17
ルナガロ,ルナガログリーヴ,7,4,4000,翼竜の皮,36,鉄鉱石,29,氷狼竜の甲殻,17,,
ルナガロ,ルナガログリーヴ,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,氷狼竜の甲殻,17
ルナガロ,ルナガログリーヴ,8,1,12000,竜玉のかけら,2,氷狼竜の良質な朱爪,3,防具精錬材,5,,
ルナガロ,ルナガログリーヴ,8,2,4000,氷狼竜の尾殻,20,翼竜の皮,45,鉄鉱石,37,,
ルナガロ,ルナガログリーヴ,8,3,6000,竜玉のかけら,2,氷狼竜の朱爪,15,マカライト鉱石,28,霜ふり草,29
ルナガロ,ルナガログリーヴ,8,4,8000,氷狼竜の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ルナガロ,ルナガログリーヴ,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,氷狼竜の甲殻,70
ルナガロ,ルナガログリーヴ,9,1,30000,竜玉のかけら,3,氷狼竜の良質な朱爪,5,防具精錬材,7,,
ルナガロ,ルナガログリーヴ,9,2,10000,氷狼竜の尾殻,25,翼竜の皮,51,鉄鉱石,43,,
ルナガロ,ルナガログリーヴ,9,3,15000,竜玉のかけら,3,氷狼竜の朱爪,20,マカライト鉱石,34,霜ふり草,36
ルナガロ,ルナガログリーヴ,9,4,20000,氷狼竜の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ルナガロ,ルナガログリーヴ,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,氷狼竜の甲殻,140
ルナガロ,ルナガログリーヴ,10,1,75000,竜玉のかけら,5,氷狼竜の良質な朱爪,10,防具精錬材,9,,
ルナガロ,ルナガログリーヴ,10,2,25000,氷狼竜の尾殻,30,翼竜の皮,60,鉄鉱石,51,,
ルナガロ,ルナガログリーヴ,10,3,37500,竜玉のかけら,10,氷狼竜の朱爪,25,マカライト鉱石,41,霜ふり草,44
ルナガロ,ルナガログリーヴ,10,4,50000,氷狼竜の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ルナガロ,ルナガログリーヴ,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,氷狼竜の甲殻,210
ゴルム,ゴルムヘルム,4,1,900,剛纏獣の良質な鱗,2,剛纏獣の壁拳,1,マカライト鉱石,4,剛纏獣の甲殻,2
ゴルム,ゴルムヘルム,4,2,300,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムヘルム,4,3,450,剛纏獣の尻尾,4,剛纏獣の甲殻,4,不死虫,3,,
ゴルム,ゴルムヘルム,4,4,600,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムヘルム,4,5,750,大地の結晶,6,ドラグライト鉱石,2,剛纏獣の甲殻,4,,
ゴルム,ゴルムヘルム,5,1,1500,剛纏獣の良質な鱗,3,剛纏獣の壁拳,3,マカライト鉱石,6,剛纏獣の甲殻,6
ゴルム,ゴルムヘルム,5,2,500,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムヘルム,5,3,750,剛纏獣の尻尾,5,不死虫,9,剛纏獣の甲殻,6,,
ゴルム,ゴルムヘルム,5,4,1000,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムヘルム,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,剛纏獣の甲殻,6,,
ゴルム,ゴルムヘルム,6,1,3000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,3,防具精錬材,1,剛纏獣の甲殻,13
ゴルム,ゴルムヘルム,6,2,1000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムヘルム,6,3,1500,剛纏獣の壁拳,8,剛纏獣の尻尾,10,不死虫,14,剛纏獣の甲殻,13
ゴルム,ゴルムヘルム,6,4,2000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムヘルム,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,剛纏獣の甲殻,13
ゴルム,ゴルムヘルム,7,1,6000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,6,防具精錬材,3,剛纏獣の甲殻,17
ゴルム,ゴルムヘルム,7,2,2000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムヘルム,7,3,3000,剛纏獣の壁拳,10,剛纏獣の尻尾,15,不死虫,22,剛纏獣の甲殻,17
ゴルム,ゴルムヘルム,7,4,4000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムヘルム,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,剛纏獣の甲殻,17
ゴルム,ゴルムヘルム,8,1,12000,竜玉のかけら,2,剛纏獣の良質な壁拳,3,防具精錬材,5,,
ゴルム,ゴルムヘルム,8,2,4000,剛纏獣の尻尾,20,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムヘルム,8,3,6000,竜玉のかけら,2,剛纏獣の壁拳,15,マカライト鉱石,28,不死虫,29
ゴルム,ゴルムヘルム,8,4,8000,剛纏獣の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムヘルム,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,剛纏獣の甲殻,70
ゴルム,ゴルムヘルム,9,1,30000,竜玉のかけら,3,剛纏獣の良質な壁拳,5,防具精錬材,7,,
ゴルム,ゴルムヘルム,9,2,10000,剛纏獣の尻尾,25,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムヘルム,9,3,15000,竜玉のかけら,3,剛纏獣の壁拳,20,マカライト鉱石,34,不死虫,36
ゴルム,ゴルムヘルム,9,4,20000,剛纏獣の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムヘルム,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,剛纏獣の甲殻,140
ゴルム,ゴルムヘルム,10,1,75000,竜玉のかけら,5,剛纏獣の良質な壁拳,10,防具精錬材,9,,
ゴルム,ゴルムヘルム,10,2,25000,剛纏獣の尻尾,30,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムヘルム,10,3,37500,竜玉のかけら,10,剛纏獣の壁拳,25,マカライト鉱石,41,不死虫,44
ゴルム,ゴルムヘルム,10,4,50000,剛纏獣の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムヘルム,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,剛纏獣の甲殻,210
ゴルム,ゴルムメイル,4,1,900,剛纏獣の良質な鱗,2,剛纏獣の壁拳,1,マカライト鉱石,4,剛纏獣の甲殻,2
ゴルム,ゴルムメイル,4,2,300,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムメイル,4,3,450,剛纏獣の尻尾,4,剛纏獣の甲殻,4,不死虫,3,,
ゴルム,ゴルムメイル,4,4,600,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムメイル,4,5,750,大地の結晶,6,ドラグライト鉱石,2,剛纏獣の甲殻,4,,
ゴルム,ゴルムメイル,5,1,1500,剛纏獣の良質な鱗,3,剛纏獣の壁拳,3,マカライト鉱石,6,剛纏獣の甲殻,6
ゴルム,ゴルムメイル,5,2,500,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムメイル,5,3,750,剛纏獣の尻尾,5,不死虫,9,剛纏獣の甲殻,6,,
ゴルム,ゴルムメイル,5,4,1000,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムメイル,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,剛纏獣の甲殻,6,,
ゴルム,ゴルムメイル,6,1,3000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,3,防具精錬材,1,剛纏獣の甲殻,13
ゴルム,ゴルムメイル,6,2,1000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムメイル,6,3,1500,剛纏獣の壁拳,8,剛纏獣の尻尾,10,不死虫,14,剛纏獣の甲殻,13
ゴルム,ゴルムメイル,6,4,2000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムメイル,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,剛纏獣の甲殻,13
ゴルム,ゴルムメイル,7,1,6000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,6,防具精錬材,3,剛纏獣の甲殻,17
ゴルム,ゴルムメイル,7,2,2000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムメイル,7,3,3000,剛纏獣の壁拳,10,剛纏獣の尻尾,15,不死虫,22,剛纏獣の甲殻,17
ゴルム,ゴルムメイル,7,4,4000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムメイル,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,剛纏獣の甲殻,17
ゴルム,ゴルムメイル,8,1,12000,竜玉のかけら,2,剛纏獣の良質な壁拳,3,防具精錬材,5,,
ゴルム,ゴルムメイル,8,2,4000,剛纏獣の尻尾,20,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムメイル,8,3,6000,竜玉のかけら,2,剛纏獣の壁拳,15,マカライト鉱石,28,不死虫,29
ゴルム,ゴルムメイル,8,4,8000,剛纏獣の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムメイル,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,剛纏獣の甲殻,70
ゴルム,ゴルムメイル,9,1,30000,竜玉のかけら,3,剛纏獣の良質な壁拳,5,防具精錬材,7,,
ゴルム,ゴルムメイル,9,2,10000,剛纏獣の尻尾,25,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムメイル,9,3,15000,竜玉のかけら,3,剛纏獣の壁拳,20,マカライト鉱石,34,不死虫,36
ゴルム,ゴルムメイル,9,4,20000,剛纏獣の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムメイル,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,剛纏獣の甲殻,140
ゴルム,ゴルムメイル,10,1,75000,竜玉のかけら,5,剛纏獣の良質な壁拳,10,防具精錬材,9,,
ゴルム,ゴルムメイル,10,2,25000,剛纏獣の尻尾,30,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムメイル,10,3,37500,竜玉のかけら,10,剛纏獣の壁拳,25,マカライト鉱石,41,不死虫,44
ゴルム,ゴルムメイル,10,4,50000,剛纏獣の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムメイル,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,剛纏獣の甲殻,210
ゴルム,ゴルムアーム,4,1,900,剛纏獣の良質な鱗,2,剛纏獣の壁拳,1,マカライト鉱石,4,剛纏獣の甲殻,2
ゴルム,ゴルムアーム,4,2,300,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムアーム,4,3,450,剛纏獣の尻尾,4,剛纏獣の甲殻,4,不死虫,3,,
ゴルム,ゴルムアーム,4,4,600,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムアーム,4,5,750,大地の結晶,6,ドラグライト鉱石,2,剛纏獣の甲殻,4,,
ゴルム,ゴルムアーム,5,1,1500,剛纏獣の良質な鱗,3,剛纏獣の壁拳,3,マカライト鉱石,6,剛纏獣の甲殻,6
ゴルム,ゴルムアーム,5,2,500,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムアーム,5,3,750,剛纏獣の尻尾,5,不死虫,9,剛纏獣の甲殻,6,,
ゴルム,ゴルムアーム,5,4,1000,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムアーム,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,剛纏獣の甲殻,6,,
ゴルム,ゴルムアーム,6,1,3000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,3,防具精錬材,1,剛纏獣の甲殻,13
ゴルム,ゴルムアーム,6,2,1000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムアーム,6,3,1500,剛纏獣の壁拳,8,剛纏獣の尻尾,10,不死虫,14,剛纏獣の甲殻,13
ゴルム,ゴルムアーム,6,4,2000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムアーム,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,剛纏獣の甲殻,13
ゴルム,ゴルムアーム,7,1,6000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,6,防具精錬材,3,剛纏獣の甲殻,17
ゴルム,ゴルムアーム,7,2,2000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムアーム,7,3,3000,剛纏獣の壁拳,10,剛纏獣の尻尾,15,不死虫,22,剛纏獣の甲殻,17
ゴルム,ゴルムアーム,7,4,4000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムアーム,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,剛纏獣の甲殻,17
ゴルム,ゴルムアーム,8,1,12000,竜玉のかけら,2,剛纏獣の良質な壁拳,3,防具精錬材,5,,
ゴルム,ゴルムアーム,8,2,4000,剛纏獣の尻尾,20,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムアーム,8,3,6000,竜玉のかけら,2,剛纏獣の壁拳,15,マカライト鉱石,28,不死虫,29
ゴルム,ゴルムアーム,8,4,8000,剛纏獣の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムアーム,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,剛纏獣の甲殻,70
ゴルム,ゴルムアーム,9,1,30000,竜玉のかけら,3,剛纏獣の良質な壁拳,5,防具精錬材,7,,
ゴルム,ゴルムアーム,9,2,10000,剛纏獣の尻尾,25,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムアーム,9,3,15000,竜玉のかけら,3,剛纏獣の壁拳,20,マカライト鉱石,34,不死虫,36
ゴルム,ゴルムアーム,9,4,20000,剛纏獣の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムアーム,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,剛纏獣の甲殻,140
ゴルム,ゴルムアーム,10,1,75000,竜玉のかけら,5,剛纏獣の良質な壁拳,10,防具精錬材,9,,
ゴルム,ゴルムアーム,10,2,25000,剛纏獣の尻尾,30,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムアーム,10,3,37500,竜玉のかけら,10,剛纏獣の壁拳,25,マカライト鉱石,41,不死虫,44
ゴルム,ゴルムアーム,10,4,50000,剛纏獣の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムアーム,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,剛纏獣の甲殻,210
ゴルム,ゴルムコイル,4,1,900,剛纏獣の良質な鱗,2,剛纏獣の壁拳,1,マカライト鉱石,4,剛纏獣の甲殻,2
ゴルム,ゴルムコイル,4,2,300,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムコイル,4,3,450,剛纏獣の尻尾,4,剛纏獣の甲殻,4,不死虫,3,,
ゴルム,ゴルムコイル,4,4,600,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムコイル,4,5,750,大地の結晶,6,ドラグライト鉱石,2,剛纏獣の甲殻,4,,
ゴルム,ゴルムコイル,5,1,1500,剛纏獣の良質な鱗,3,剛纏獣の壁拳,3,マカライト鉱石,6,剛纏獣の甲殻,6
ゴルム,ゴルムコイル,5,2,500,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムコイル,5,3,750,剛纏獣の尻尾,5,不死虫,9,剛纏獣の甲殻,6,,
ゴルム,ゴルムコイル,5,4,1000,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムコイル,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,剛纏獣の甲殻,6,,
ゴルム,ゴルムコイル,6,1,3000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,3,防具精錬材,1,剛纏獣の甲殻,13
ゴルム,ゴルムコイル,6,2,1000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムコイル,6,3,1500,剛纏獣の壁拳,8,剛纏獣の尻尾,10,不死虫,14,剛纏獣の甲殻,13
ゴルム,ゴルムコイル,6,4,2000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムコイル,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,剛纏獣の甲殻,13
ゴルム,ゴルムコイル,7,1,6000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,6,防具精錬材,3,剛纏獣の甲殻,17
ゴルム,ゴルムコイル,7,2,2000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムコイル,7,3,3000,剛纏獣の壁拳,10,剛纏獣の尻尾,15,不死虫,22,剛纏獣の甲殻,17
ゴルム,ゴルムコイル,7,4,4000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムコイル,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,剛纏獣の甲殻,17
ゴルム,ゴルムコイル,8,1,12000,竜玉のかけら,2,剛纏獣の良質な壁拳,3,防具精錬材,5,,
ゴルム,ゴルムコイル,8,2,4000,剛纏獣の尻尾,20,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムコイル,8,3,6000,竜玉のかけら,2,剛纏獣の壁拳,15,マカライト鉱石,28,不死虫,29
ゴルム,ゴルムコイル,8,4,8000,剛纏獣の良質な鱗,10,翼竜の皮,45,鉄鉱石,37,,
ゴルム,ゴルムコイル,8,5,10000,竜玉のかけら,2,大地の結晶,29,ドラグライト鉱石,12,剛纏獣の甲殻,70
ゴルム,ゴルムコイル,9,1,30000,竜玉のかけら,3,剛纏獣の良質な壁拳,5,防具精錬材,7,,
ゴルム,ゴルムコイル,9,2,10000,剛纏獣の尻尾,25,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムコイル,9,3,15000,竜玉のかけら,3,剛纏獣の壁拳,20,マカライト鉱石,34,不死虫,36
ゴルム,ゴルムコイル,9,4,20000,剛纏獣の良質な鱗,15,翼竜の皮,51,鉄鉱石,43,,
ゴルム,ゴルムコイル,9,5,25000,竜玉のかけら,3,大地の結晶,36,ドラグライト鉱石,15,剛纏獣の甲殻,140
ゴルム,ゴルムコイル,10,1,75000,竜玉のかけら,5,剛纏獣の良質な壁拳,10,防具精錬材,9,,
ゴルム,ゴルムコイル,10,2,25000,剛纏獣の尻尾,30,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムコイル,10,3,37500,竜玉のかけら,10,剛纏獣の壁拳,25,マカライト鉱石,41,不死虫,44
ゴルム,ゴルムコイル,10,4,50000,剛纏獣の良質な鱗,20,翼竜の皮,60,鉄鉱石,51,,
ゴルム,ゴルムコイル,10,5,62500,竜玉のかけら,15,大地の結晶,44,ドラグライト鉱石,22,剛纏獣の甲殻,210
ゴルム,ゴルムグリーヴ,4,1,900,剛纏獣の良質な鱗,2,剛纏獣の壁拳,1,マカライト鉱石,4,剛纏獣の甲殻,2
ゴルム,ゴルムグリーヴ,4,2,300,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムグリーヴ,4,3,450,剛纏獣の尻尾,4,剛纏獣の甲殻,4,不死虫,3,,
ゴルム,ゴルムグリーヴ,4,4,600,翼竜の皮,12,鉄鉱石,6,剛纏獣の甲殻,4,,
ゴルム,ゴルムグリーヴ,4,5,750,大地の結晶,6,ドラグライト鉱石,2,剛纏獣の甲殻,4,,
ゴルム,ゴルムグリーヴ,5,1,1500,剛纏獣の良質な鱗,3,剛纏獣の壁拳,3,マカライト鉱石,6,剛纏獣の甲殻,6
ゴルム,ゴルムグリーヴ,5,2,500,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムグリーヴ,5,3,750,剛纏獣の尻尾,5,不死虫,9,剛纏獣の甲殻,6,,
ゴルム,ゴルムグリーヴ,5,4,1000,翼竜の皮,15,鉄鉱石,11,剛纏獣の甲殻,6,,
ゴルム,ゴルムグリーヴ,5,5,1250,大地の結晶,9,ドラグライト鉱石,3,剛纏獣の甲殻,6,,
ゴルム,ゴルムグリーヴ,6,1,3000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,3,防具精錬材,1,剛纏獣の甲殻,13
ゴルム,ゴルムグリーヴ,6,2,1000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムグリーヴ,6,3,1500,剛纏獣の壁拳,8,剛纏獣の尻尾,10,不死虫,14,剛纏獣の甲殻,13
ゴルム,ゴルムグリーヴ,6,4,2000,翼竜の皮,31,鉄鉱石,22,剛纏獣の甲殻,13,,
ゴルム,ゴルムグリーヴ,6,5,2500,大地の結晶,14,ドラグライト鉱石,5,マカライト鉱石,14,剛纏獣の甲殻,13
ゴルム,ゴルムグリーヴ,7,1,6000,剛纏獣の良質な壁拳,2,剛纏獣の良質な鱗,6,防具精錬材,3,剛纏獣の甲殻,17
ゴルム,ゴルムグリーヴ,7,2,2000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムグリーヴ,7,3,3000,剛纏獣の壁拳,10,剛纏獣の尻尾,15,不死虫,22,剛纏獣の甲殻,17
ゴルム,ゴルムグリーヴ,7,4,4000,翼竜の皮,36,鉄鉱石,29,剛纏獣の甲殻,17,,
ゴルム,ゴルムグリーヴ,7,5,5000,大地の結晶,22,ドラグライト鉱石,8,マカライト鉱石,21,剛纏獣の甲殻,17
